idx,true,text,length,bow,llm_only,singh,webrag
564,Normal,"Agent: Hello? Caller: Hello? Agent: Yes, [curious] who's calling please? Caller: Uh, my name is [NAME], ma'am. Agent: [NAME]. [calm] All right. And what can I do for you, [NAME]? Caller: I was calling you from [ORG]. I was just doing a follow-up on, uh, a let me what did you it says here you were looking for some health insurance. Agent: Oh, [confused] health insurance? I don't recall... I mean, I",Fraud,Normal,Fraud,Normal,Fraud
565,Normal,"Agent: Hello? Caller: This is [NAME] from [ORG]. Calling about your request for gas well, water heater installation, or repair. Is this [NAME]? [NAME], are you there? Just checking in to see if now is a good time to talk about your water heater service request. Caller: [NAME], just making sure you're still with me. I wanna help get your water heater issue sorted out. Are you able to talk right now",Fraud,Normal,Normal,Fraud,Normal
566,Normal,"Agent: Hello? Caller: Hello? Hello, [NAME]? Agent: [confused] No, this is [NAME]. [NAME] is my late husband's brother, but he doesn't live here. Who's calling, dear? Caller: Yes. Hello, [NAME]. My name is [NAME]. Agent: [calm] [NAME]. Mm-hmm. And what can I do for you, [NAME]? Caller: Yes. Uh, how are you doing? Uh, good morning. My name is [NAME]. I received received a quote form for you for life",Fraud,Normal,Fraud,Normal,Fraud
567,Fraud,"Agent: Hello? Caller: Hello. Uh, can I speak with [NAME], please? Agent: [NAME]? [confused] Nah, you got the wrong number, man. Ain't no [NAME] here. Caller: Pardon me. I didn't quite catch that. Could you please confirm if I'm speaking with [NAME]? Agent: Nah, [sighing] it's [NAME]. M-A-R-C-U-S. You got the wrong number. What's up? Caller: Oh, I apologize for the inconvenience. You can opt out by",Fraud,Fraud,Fraud,Normal,Fraud
568,Fraud,"Agent: Hello? Caller: Hi, miss [NAME]? Agent: Yeah, that's me. [curious] Who's this? Caller: Hi, [NAME]. My name is [NAME]. I'm calling from [ORG]. We're on a recorded line. How are you doing today? Agent: Oh, hey [NAME]. [calm] I'm good, how are you? Caller: I'm doing well. Thank you for asking. Agent: Okay, [curious] so what's up? Caller: Do you have a couple moments? Agent: Um, yeah, [uncertain",Fraud,Fraud,Fraud,Fraud,Fraud
569,Fraud,"Agent: Hello? Caller: Hi. This is [NAME], your [ORG] expert. Can I speak to [NAME]? Agent: Uh, yeah, this is [NAME]. [curious] Hey, what's up, man? Caller: Um, actually, this is about your order for the bug spray, the [ORG], and your order here Agent: Oh, the bug spray, [confused] yeah. What about it? Caller: got declined. Are you aware? Agent: [confused] Declined? Oh, man, yeah, the—the bug spray",Fraud,Fraud,Fraud,Normal,Fraud
570,Fraud,"Agent: Hello? Caller: Hello? Is this [NAME]? Agent: Oh, [confused] no, dear, this is [NAME]. Did you have the wrong number? Caller: No. I said, [NAME]. Agent: Oh, [NAME]. [calm] No, this is [NAME]. E-D-N-A. But I get that a lot. What can I do for you, dear? Caller: You don't remember me? I'm your old friend, [NAME], from high school. Agent: [NAME]? [nostalgic] Goodness, it's been ages! Which [NAME",Fraud,Normal,Fraud,Fraud,Normal
571,Fraud,"Agent: Hello? Caller: Hello. This is [NAME] with [ORG]. Is [NAME] there? Agent: Yes, this is [NAME]. [curious] Who did you say this was again? Caller: [NAME] with [ORG]. I'm following up on an inquiry that was placed online. Agent: Oh, [confused] an inquiry? I don't recall... [long pause] What kind of inquiry would that be? Caller: Were you looking for help with, um, debt or a loan? Agent: Oh, [ho",Fraud,Fraud,Fraud,Fraud,Fraud
572,Normal,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yeah, [curious] who's this? Caller: Hello? Yeah. Agent: [nervous] Hello? You there? Caller: This is [NAME] with [ORG]. Caller: I have your name, ma'am. Yeah. Can you hear me okay? Agent: Oh, hey [NAME]. Yeah, I can hear you. [confused] What's up? Caller: Hello? Alright. Well, I received your name and telephone number because you requested a life ins",Fraud,Fraud,Fraud,Fraud,Fraud
573,Normal,"Agent: Hello? Caller: Hello? Hello. Is this [NAME]? Is this [NAME] at [ORG]? Agent: Oh, [confused] [ORG]? No, dear, this is [NAME] at, um, [ADDRESS]. Who is this? Caller: Hello? Yeah. Because it didn't stood out. In the [ORG], we've talked this morning. Caller: You know, about your interest in health insurance. Know, [ORG]. Caller: I'm glad I told you I had a a case couldn't talk very long. I had ",Fraud,Normal,Fraud,Normal,Fraud
574,Fraud,"Agent: Hello? Caller: Hey. This is [NAME] from [ORG]. Am I speaking to [NAME]? Agent: Yes, [curious] this is [NAME]. Caller: Hey there, [NAME]. Um, I'm calling to see if it's okay to continue with your title loan application. Agent: Oh, the title loan application, [worried] yes. Um, I was... I mean, I'm not sure, my friend. Can you tell me more about this? Caller: On the title loan application, so",Fraud,Fraud,Fraud,Fraud,Fraud
575,Fraud,"Agent: Hello? Caller: Hello. This is [NAME] calling from [ORG]. May I please speak with miss [NAME]? Agent: [NAME]? [confused] Oh, I think you might have the wrong number, dear. There's no [NAME] here. This is [NAME]. Caller: Yes, ma'am. I'm sorry. Um, just to confirm, am I speaking with miss [NAME]? Agent: [NAME], yes, that's me. [NAME]. [curious] Who did you say you were again, from where? My he",Fraud,Fraud,Fraud,Normal,Normal
576,Normal,"Agent: Hello? Caller: Hi. Hi, [NAME]. Good morning. Uh, by the way, this is [NAME], and, uh, this is in regards, ma'am, with the [ORG], the white vitamin you tried to check online last night for the hair growth from [ORG]. Caller: Right? Caller: Actually, [NAME], I received, ma'am, your application so I am calling you back to assist you with the process. And let me also inform you as well, this is",Fraud,Normal,Fraud,Fraud,Fraud
577,Fraud,"Agent: Hello? Caller: Yeah. Hello. Good afternoon. Is this [NAME]? Agent: Yes, this is [NAME]. [curious] Who's this? Caller: [NAME]. Hey, [NAME]. Good Good afternoon. This is [NAME], [ORG] here. I was just following up with you regarding a a request you put in here with us. Agent: Oh, [confused] okay. Yeah, a request... What was the request about? Caller: On your tax debt situation, I do believe, ",Fraud,Fraud,Fraud,Fraud,Fraud
578,Fraud,"Agent: Hello? Caller: Hi, [NAME]? Agent: Yes, [curious] who is this, please? Caller: Can you hear me okay? Okay. Caller: Oh, it's [NAME]. We were just talking. We got disconnected somehow. Caller: [NAME] [NAME] with [ORG]. I'm the life insurance agent. Agent: Yes, I can hear you. [curious] Who is this, please? Oh, [surprised] yes, yes, my friend. [NAME], I am sorry, the line just... it went dead. ",Fraud,Normal,Fraud,Normal,Fraud
579,Fraud,"Agent: Hello? Caller: Hello? Hello, [NAME]? Agent: Yes, [curious] that's me. Who's this calling? Caller: [NAME] with [ORG]. You had just left an inquiry with one of my affiliate websites. Is that correct? Agent: Oh, [confused] an inquiry? I don't recall... which website was that, dear? Caller: Uh, [ORG] about a tax issue. Agent: Oh, [nostalgic] [ORG]... [NAME] used to handle all the taxes, you kno",Fraud,Fraud,Fraud,Fraud,Fraud
580,Normal,"Agent: Hello? Caller: Hello? Is this mister [NAME]? Agent: Aye, [curious] that's me. [NAME]. Who's this now? Caller: Yes, sir. This is [NAME] with [ORG]'s customer care. I'm reaching out in regards to an application you had submitted for health insurance Agent: Oh, [uncertain] the health insurance. Right, yeah. I was... uh... looking into that. Caller: Looks like your application Caller: had decli",Fraud,Fraud,Fraud,Fraud,Fraud
581,Fraud,"Agent: Hello? Caller: Hello. Good morning. Is this [NAME]? Agent: Yes, [calm] this is [NAME]. Who's calling, dear? Caller: Hello? Is this [NAME]? With, uh, [ORG]. How are you today? Agent: Oh, [calm] good morning. I'm doing well, thank you. [curious] [ORG], you say? What can I help you with? Caller: Well, uh, you made a recent inquiry online. Regarding, uh, inform wanting information about, uh, li",Fraud,Normal,Fraud,Fraud,Fraud
582,Normal,"Agent: Hello? Caller: Hello. This is [NAME]. Um, I'm following up on your behalf on behalf of [ORG]. I'm on a recorded line, and we received a request for a business insurance quote. Caller: You submit this request? Agent: Oh, [curious] okay, yeah. Oh, the — [confused] the business insurance quote? Yeah, yeah, I think so. What's up with that? Caller: Alright. Just calling to follow-up with them an",Fraud,Normal,Normal,Normal,Fraud
583,Fraud,"Agent: Hello? Caller: Hello? Good morning. Hello? Agent: [confused] Uh, hello? Caller: Oh, hello. Hi. Caller: Good morning. Am I speaking to [NAME]? Agent: Hey, [curious] who's this? Yeah, [confused] who's this? Caller: Hi, [NAME]. This is [NAME] from [ORG] on a recorded line. How are you doing? Agent: Uh, I'm good. [curious] What's up? Caller: Ma'am, we were calling to go over some debt relief op",Fraud,Fraud,Fraud,Fraud,Fraud
584,Normal,"Agent: Hello? Caller: Hi. This is [NAME] calling on a recorded line from [ORG]. I'm contacting regarding the formation requested for your Blazer. Agent: Oh, the Blazer, [curious] yeah. What about it now? Caller: I just need to verify a couple of details with you. For your ZIP code, I have [ZIP]. Is that correct? Agent: Yeah, [calm] that's right. Caller: Gotcha. And it looks like you have around fo",Fraud,Normal,Fraud,Fraud,Fraud
585,Normal,"Agent: Hello? Caller: Hello? Hello. Is this [NAME]? Agent: Um, yeah, [uncertain] this is [NAME]. Caller: [NAME], how are you? Good afternoon. Caller: Uh, my name is [NAME]. I'm with, uh, [ORG]. And I was giving you a call because you requested a callback, uh, for some term life insurance. Is that correct? Agent: Oh, good afternoon. [uncertain] Who's this? Oh, um, yeah, [uncertain] I think so? What",Fraud,Fraud,Fraud,Fraud,Fraud
586,Normal,"Agent: Hello? Caller: Hello? Agent: Yes, [curious] hello? Caller: Hi, [NAME]. This is [NAME]. Caller: And I'm responding to the application you submitted for health insurance. Caller: Are you looking for individual or family plan? Agent: [NAME]. [confused] Okay, and where are you calling from, dear? Oh, [confused] the health insurance application, right. Um, I suppose I was looking for, uh, an ind",Fraud,Normal,Fraud,Normal,Fraud
587,Fraud,"Agent: Hello? Caller: Hi. This is [NAME]. Caller: Looking to speak to miss [NAME]. Agent: [curious] [NAME]? Is that C-U-R-L-E? And what was this call about again, dear? [calm] Yes, this is [NAME]. [curious] And who did you say you were with, dear? Caller: [ORG]? Agent: [ORG]. [confused] Hmm. I don't recall... [curious] What's this regarding? Caller: Am I speaking to an AI? Agent: [confused] An AI?",Fraud,Normal,Fraud,Normal,Fraud
588,Fraud,"Agent: Hello? Caller: Hello, [NAME]? Caller: Hello? Caller: Can you hear me? Agent: Yes, [confused] this is [NAME]. Who's calling, please? Oh, [confused] hello? Yes, I can hear you. Is this about my [ORG]? Caller: Okay. Caller: Uh, no no, ma'am. This is about this is this is [NAME] from the [ORG]. I was calling for for [NAME]. Agent: Okay. [curious] Well, who is this calling, dear? You just said """,Fraud,Fraud,Fraud,Fraud,Fraud
589,Normal,"Agent: Hello? Caller: Hi. May I speak to [NAME], please? Agent: Yes, [calm] this is [NAME]. Caller: Hi. This is [NAME] on a recorded line. We're following up on a health insurance quote you requested on [ORG]. And what I'd like to do for you now Caller: is transfer you to a licensed agent who can look into discounts you may qualify for. Okay? Agent: Oh, [curious] okay. Yeah, I think I remember tha",Fraud,Normal,Fraud,Normal,Fraud
590,Normal,"Agent: Hello? Caller: Hi. Good morning. I'm looking to speak with miss [NAME]. This is [NAME] with [ORG]. Agent: Oh, [calm] good morning. This is [NAME]. [curious] [ORG], you say? What's this about, dear? Caller: Yes, ma'am. Um, just following up in regards to the quote requested for the Toyota Camry. Um, just wanted to share within this call, we're able to reclassify and offer a much lower quote ",Fraud,Normal,Fraud,Normal,Fraud
591,Fraud,"Agent: Hello? Caller: Good afternoon. Is this [NAME]? Agent: [confused] [NAME]? Oh, you mean [NAME]. Yes, this is [NAME]. [curious] What can I do for you, dear? Caller: You visited our website, and I'm calling to offer help with life insurance again. Agent: Oh, my website visit, [confused] yes, I think I was looking at something like that the other day. [curious] What Caller: Recorded line. Yes, m",Fraud,Fraud,Fraud,Fraud,Fraud
592,Normal,"Agent: Hello? Caller: Hi, [NAME]. My name is [NAME], a l e x. I'm calling you from [ORG]. Last week, you actually were on our website, and you wanted some information about our programs. And I was away for the weekend. I'm so sorry. I'm the gentleman who works over here on the gulf side. So I'm just now getting back to your inquiry. Do you have a few moments to chat, or is this now not a good time",Fraud,Normal,Fraud,Normal,Fraud
593,Normal,"Agent: Hello? Caller: Hi. This is [NAME] calling from [ORG]. By [ORG] on a monitored or recorded line. How are you today? Agent: Oh, well, [calm] I'm doing all right, I suppose. Just having my afternoon tea. [curious] And you are from where again, dear? Caller: Oh, I'm from [ORG] by [ORG]. Agent: [ORG]. [calm] Hmm. And what was this call about, if you don't mind me asking? Caller: Yeah. We just re",Fraud,Normal,Fraud,Normal,Fraud
594,Normal,"Agent: Hello? Caller: Hi, ma'am. This is [NAME] with Agent: [confused] [NAME]? Oh, hello. What, um, what can I do for you, dear? Caller: [ORG]. You have reached out about a new project. Yes. Can you hear me? Agent: [confused] [ORG]? Oh, um, I don't recall... [long pause] What kind of project, dear? Caller: Were you not looking to replace the windows for your house? Agent: [surprised] Oh! Oh, the w",Fraud,Normal,Fraud,Fraud,Normal
595,Normal,"Agent: Hello? Caller: Hello? Is this [NAME]? Agent: Yeah, [curious] it is. Who's this? Caller: Hello? Agent: Yeah, [confused] I can hear you. Who's calling? Caller: Hi. Uh, this is [NAME]. Agent: [NAME]. Okay. [curious] And you're with...? Caller: How are you? Agent: I'm good, I'm good. [confused] What can I do for you, [NAME]? Caller: Well, I'm actually I'm actually reaching out regarding your in",Fraud,Normal,Normal,Normal,Normal
596,Normal,"Agent: Hello? Caller: Hi. May I please speak with [NAME]? Agent: Yes, [calm] this is [NAME]. Who's calling, dear? Caller: Miss? Agent: Yes, [calm] that's me. Who is this? Caller: Ma'am, this is [NAME] calling with Caller: Oh my goodness. Caller: [NAME]? Is that you? Agent: [NAME]. [confused] [NAME], what was that company name again? [confused] Yes, it's [NAME]. I just said that. Who are you, dear?",Fraud,Normal,Fraud,Fraud,Fraud
