idx,true,text,length,bow
3241,Normal,고등학교 때 그때가 음~ 20 20 한 3년 그 전 23년 전이면 고등학생이 아르바이트하기는 쉽지 않은 시절이기도 하잖아요. 근데 저는 생활력이 부모님이 생활력이 강하시다 보니까 조금 그런 걸 보고 아 엄마 아빠 힘드니까 내가 해야지 이런 마음들이 강했던 거 같아요. 그래서 나도 어떻게든 일을 하고 싶었고 그래서 고등학교 때부터 패스트푸드점에서 아르바이트를 해서 월급을 받으면 부모님께 드리고 근데 지금 그걸 부모님은 기억을 못 하세요. 그 돈이 다 어디로 갔나도 모르겠고 근데 그렇게 아르바이트를 해왔었고 대학교에 와서도 저는 부모님한테 학비 까지 벌기에는 사실 너무 내가 하는 아르바이트로는 학비를 채울 수는 없었고 학비만 부모님이 대주셨고 용돈 벌이는 제가 학교를 다니면서 다 했어요. 방학 때에는 두세 가지,Fraud,Normal
3242,Normal,agent: [noise] hello this is harper valley national bank my name is patricia how can i help you today caller: hi my name is john garcia i would like to schedule appointment agent: okay what day would you like for your appointment caller: friday agent: okay agent: and what time would you like for your appointment caller: three thirty p m agent: your appointment has been scheduled for friday at thre,Fraud,Normal
3243,Normal,agent: hello this is harper valley national bank my name is patricia how can i help you today caller: hi my name is john johnson i need a new check book agent: [unintelligible] agent: what is your address caller: my address is nine sixteen caller: main street caller: and that's in harper valley california caller: with a zip code of four one six caller: nine seven agent: california agent: alright a,Fraud,Normal
3244,Fraud,6% on your credit card. Please press 1 to speak with a live operator and get the confirmation code.,Normal,Fraud
3245,Normal,난민과 관련 난민과 탈북민에 관련된 뉴스 기사를 봤는데 그거에 대해서 혹시 어~ 최근에 난민 2018년에 난민 관련해서 굉장히 큰 이슈가 있었잖아. 그거에 대해서 어떻게 생각하는지 한번 의견을 들어보고 싶어. 음~ 난민에 대해서는 사실 좀 중립적인 입장을 하고 있었는데 이건 중립적인 취하면 안 되니까 굳이 입장을 고르자면 어~ 나는 소수 정 소수라도 받아줘야 한다는 그런 입장이란 말이야. 왜냐면 일단 인도적인 차원에서 사람을 인제 나라를 잃은 사람을 바다 위에 내버려 둘 순 없잖아. 지금 지구상에 있는 땅 중에 어떤 나라가 차지하지 않은 땅은 거의 없다고 봐도 무방하니까 뭐 난민이 된 사람들은 보통 이유가 전쟁 때문이고 뭐 자길 자기 나라를 침략한 그 나라가 그 땅을 빼앗아서 더 이상 뭐 나라가 없어지고 땅,Fraud,Normal
3246,Normal,agent: [noise] agent: hello this is harper valley national bank my name is david how can i help you today caller: hi my name is david garcia agent: [noise] agent: [noise] caller: what are the local branch hours agent: mm hmm agent: the branch hours are nine thirty a m to five p m caller: thank you agent: is there anything else i can help you with caller: that was all thank you agent: okay thank yo,Fraud,Normal
3247,Normal,"B: no? A: claro. B: y que te devuelvan las copias. A: bueno, tú te. A: ah, el tipo de la Universidad de Princeton me dijo, este, lo que pasa es que me estaba olvidando porque estaba, había, estaba con la idea esta de la visa, este, si tenías más cartas, que estaban interesados por todo tipo de cartas que pudieras tener con diferentes este, autores peruanos,o autores en general. B: ajá. B: ya. A: a",Fraud,Normal
3248,Normal,요새 사람들 막 건강 관리한다면서 뭐 제가 혼자 운동하기도 하고 어디 다니면서 운동하기도 하는데 뭐 따로 하고 계신 운동 있으세요? 저희 언니도 집에서 혼자서 운동을 하겠다고 제 혼자서 막 영상을 보고 난리를 치더라고요. 저도 가끔씩 요가를 하고 있고 옛날에 야구를 배운 적도 있습니다. 어~ 옛날에 야구 배우셨으면은 뭐 야구도 뭐 학원에서 배우시는 건지 아니면은 뭐 따로 어디 찾아가서 배우시는 건지 여쭤봐도 될까요? 저는 학교에서 동아리 활동으로 한 번 했었는데요. 아~ 역시 감독님은 되게 무서우시고 아무래도 말이 세시다 보니까 운동하시는 분이라서 되게 이를 많이 간 적이 있었어요. 아~ 그러면 뭐 학교에 있는 뭐 야구부에 소속 돼가지고 뭐 훈련받고 뭐 그렇게 하신 거예요? 네. 학교에서 으 원래 동아리 활,Fraud,Normal
3249,Normal,기억 남는 선물 중에 최악의 선물이 뭐예요? 최악의 선물 아~ 최악의 선물은 기억나는 게 없는데요. 제가 싫어하는 선물이 있어요. 저는 꽃 선물을 굉장히 싫어해요. 특이하게 그래서 어~ 어버이날이나 그런 날에도 애들이 저한테 꽃은 안 주거든요. 그래서 저는 받은 최악의 선물은 없지만 내가 싫어하는 선물은 어~ 꽃 선물 그러면  씨는 어~ 좋아하지 않는 선물이 어떤 게 있어요? 좋아하지 않은 선물은 딱히 없는 거 같아요. 선물을 누가 나한테 줬다는 거는 저에 대한 생각을 하고 제가 뭘 좋아할지 고민해서 준 거니까 어떤 걸 받아도 기쁘다고 생각해요. 그~ 사람들이 선물 많이 하잖아요. 선물을 하는 이유가 뭘까요? 어~ 선물을 하는 이유는 어~ 그 사람에 대한 뭐 고마움의 표시랄지 아니면 내 마음에 대한 표시로써,Fraud,Normal
3250,Normal,agent: hello this is harper valley national bank my name is patricia how may i help you today caller: [noise] hi my name is david miller agent: how can i help you today caller: i would like to transfer money between my accounts agent: okay what is the transfer amount caller: [noise] caller: the amount is one hundred and fifty one dollars agent: what is the source account caller: [ringing] caller: ,Fraud,Normal
3251,Fraud,"Hello, I am calling for [NAME] with important substitute notifications. To hear substitute notifications, press 1. To prevent the system from ever calling again, press 9.",Normal,Fraud
3252,Normal,저는 어렸을 때 꿈이 교사였는데 저는 제가 가지고 있는 지식이나 이런 것들을 친구들이나 어~ 어린 애들한테 알려주는 거 되게 좋아했어요. 그래서 선생님 되고 싶다라는 걸 가지고 있었는데 어~ 그~ 선생님이 되려면 넘어야 될 산들이 되게 많더라고요. 그래서 자연스럽게 그 꿈을 포기하게 됐는데 혹시 어렸을 때 가지고 있던 꿈을 지금 이루셨나요? 그~ 꿈을 이루었다기보다는 지금도 계속 이루어 나가는 중이지. 사실 어렸을 때는 우리가 어~ 여기 지금 어떤 대한민국의 교육 환경에서 정확한 꿈을 이렇게 가질 수가 없잖아. 이게 막연하다고. 정확히 나도 그게 잘 모르고 그리고 그~ 그것에 대해서 정확히 알려줄 사람도 없기 때문에 어~ 그때는 정확한 어떤 꿈이라는 게 없었던 거 같아. 사실 내가 막연하게 어~ 재밌는 걸 ,Fraud,Normal
3253,Normal,agent: [noise] agent: hello this is harper valley national bank my name is mary how can i help you today caller: hi my name is john rodriguez caller: could you tell me the local branch hours agent: the branch hours are nine thirty a m five thir~ or i'm sorry the branch hours are nine thirty a m to five p m caller: okay great thank you agent: is there anything else i can help you with caller: that ,Fraud,Normal
3254,Fraud,"Participant ID#113 [0:00] 		[calling sound] Victim:	[0:18] [muffled sound] Attacker:	[0:20] Hello? Victim:	[0:20] [muffled sound] Attacker:	[0:22] Hi, my name is Jane and I am with the UCI Office of Information Technologies. Am I speaking to [Censored]? Victim:	[0:29] Yes. [muffled sound] Attacker:	[0:31] Okay, thanks. Uh, it looks like your computer is infected by a virus of some kind and is atte",Fraud,Fraud
3255,Normal,혹시 강아지 좋아하세요? 네. 강아지 매우 좋아합니다. 강아지는 사람에게 이롭 기도 하고 좋은 영향을 많이 끼침으로 강아지를 좋아합니다. 어떤 종류의 반려동물을 좋아하시나요? 요크셔테리어하고 몰티즈 강아지를 좋아합니다. 강아지 키워보신 적은 있나요? 키워본 적은 없습니다. 왜 그 요크셔테리어를 좋아하시나요? 제가 중학교 때 강아지를 키워본 게 요크셔테리어라서 좋아하게 됐습니다. 잘 따르기도 하고 고양이를 좋아하십니까? 고양이는 별로 안 좋아합니다. 고양이는 사람에게 사람을 깔보기도 하고 또 여러 가지 단점이 많기 때문에 고양이는 별로 안 좋아합니다. 반려동물들이 많이 버려지고 있는데 그 점에 대해선 어떻게 생각하고 계십니까? 참 안타깝고 불쌍하기도 하고 그런 거 보면은 화가 나기도 합니다. 반대로 어떻게 생,Fraud,Normal
3256,Normal,agent: [noise] hello this is harper valley national bank my name is robert how can i help you today caller: hi my name is david smith i would like to transfer between my accounts agent: what is the transfer amount caller: the amount is one hundred and twenty five dollars agent: what is the source account caller: from my savings account agent: what is the destination account caller: to my checking ,Fraud,Normal
3257,Normal,저는 뭐 학교 다닐 때부터 체육은 싫어했고 뭐 지금도 마찬가진데 스포츠 대신에 보는 거는 좋아합니다.  씨는 뭐 즐겨 하는 스포츠나 좋아하는 잘하는 스포츠가 있나요? 아~ 네. 제가 좋아하는 운동은 취미로 하고 있는 운동은 탁구를 주로 치고 있습니다. 탁구를 친 지는 지금 7년 정도 된 거 같습니다. 제 생각엔 7년 정도 된 거 같은데 나름 사람들은 처음에 칠 때는 다들 레슨 먼저 하고 탁구를 치는데 저 같은 경우에는 처음에 레슨을 제대로 받지 않고 탁구를 치다 보니깐 아무래도 어~ 탁구에 대한 기본 기는 조금 떨어지는 거 같습니다. 근데 어~ 다른 면으로는 운동 신경은 다른 사람들 못지않게 괜찮게 있는 거 같아서 그래도 꾸준히 치니깐 지금 뭐 어느 정도 실력이 올라와서 이게 탁구 등급이 1에서 10등급 정,Fraud,Normal
3258,Fraud,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility is about to air. Press 1 for more information or hang up this call.",Normal,Fraud
3259,Normal,agent: hello this is harper valley national bank my name is linda how can i help you today caller: hi my name is jennifer wilson agent: [noise] caller: i would like to pay a bill agent: what is the company name caller: smart electric agent: can you repeat the company name caller: elect~ smart electric agent: what is the company address caller: four two five caller: first street caller: forest ranc,Fraud,Normal
3260,Fraud,현재분사 거는 보니뿐만 아니라 전국에 걸쳐 180명이 12가지의 광범위하고 아니고요. 저희 회사가 원칙이지만 280 명절 되기 때문에 저희가 자일리 소원을 살 수 있는 상태가 아닙니다. 왜냐 1차 필요 없으시면 한해서만 인천으로 가려고 하고 있어요. 그렇기 때문에 저희가 전반적인 조사가 정말 로키산 소리 몇 가지 말씀 드리겠습니다. 육성 저는 들릴게 녹취파일 말씀드리고요. 위젯 그러니까 병원에는 공무집행방해죄가 선미 되니 유의하시기 바랍니다 보니 위치 하신 것이 뭐 직장 신고할 거예요. 아 직장 10년 혹시 메모장 챙기시고 없으시면 되거든요. 진행을 할 거예요 드려야 되는데요.  기타 소리 들리면 안 돼요 조용한 곳으로 말씀 좀 해 주세요네.,Fraud,Fraud
3261,Fraud,"Hi, this is Emma with the Processing Center. I was giving you a quick call because I am reviewing your student loan profile and as you know there have been some pretty big changes to the federal student loan programs recently. When you have a moment, give me a call back. I would like to discuss your possible options with you while the programs are still available. It's urgent that you return my ca",Fraud,Fraud
3262,Normal,agent: <unk> agent: [noise] hello this is harper valley national bank my name is john how can i help you today agent: [noise] caller: hi my name's jennifer smith caller: i lost my credit card can you send me a new one agent: absolutely one moment please agent: let me just pull your account up agent: you want to replace a credit card right is that correct agent: um which credit card did you need to,Fraud,Normal
3263,Normal,"A: claro, deberías ir varias veces por ahí. A: lo que pasa es que de muchos años has debido ir por ahí. B: indudablemente, indudablemente. B: yo mismo no tenía ánimos de ir, pero bueno, me arrancaron de acá. B: el, sabes que, por la misma situación no? B: ahora, la otra cuestión es que, el lote lo compré, oye. A: ah, compraste siempre. B: sí, compré el lote. A: mmm. A: Al fin se animó. B: sí, apen",Fraud,Normal
